Profile,Country,Patent Number,Licensor,Country New,Patent Number New,Inventor
Main/Main10,AU,AU2008201313,IP Bridge,AU,AU2008201313,KIYOFUMI ABE|MAKOTO HAGAI|SHINYA KADONO|SATOSHI KONDO
Main/Main10,AU,AU2008203058,Panasonic,AU,AU2008203058,MAKOTO HAGAI|SHINYA KADONO|SATOSHI KONDO
Main/Main10,AU,AU2009348128,Toshiba,AU,AU2009348128,SAORI ASAKA|TAKESHI CHUJOH|AKIYUKI TANIZAWA|NAOFUMI WADA|TAKASHI WATANABE|GOKI YASUDA
Main/Main10,AU,AU2010212510,DLLC,AU,AU2010212510,GARY A. DEMOS
Main/Main10,AU,AU2010228415,Docomo,AU,AU2010228415,CHOONG SENG BOON|YOSHINORI SUZUKI
Main/Main10,AU,AU2010283045,Samsung,AU,AU2010283045,JIANLE CHEN|MIN SU CHEON|HAE KYUNG JUNG|IL KOO KIM|JAE CHOOL LEE|KYO HYUK LEE|SANG RAE LEE|JUNG HYE MIN
Main/Main10,AU,AU2010283113,Samsung,AU,AU2010283113,JIANLE CHEN|WOO JIN HAN|HAE KYUNG JUNG|TAMMY LEE
Main/Main10,AU,AU2010283121,Samsung,AU,AU2010283121,WOO JIN HAN|KYO HYUK LEE|TAMMY LEE
Main/Main10,AU,AU2010285491,Samsung,AU,AU2010285491,JUNG HYE MIN|HAK SUP SONG
Main/Main10,AU,AU2010285492,Samsung,AU,AU2010285492,WOO JIN HAN|IL KOO KIM|JUNG HYE MIN
Main/Main10,AU,AU2010310286,Huawei,AU,AU2010310286,WEN GAO|SIWEI MA|DONG WANG|LIANHUAN XIONG|MINGYUAN YANG|LI ZHANG|XIN ZHAO
Main/Main10,AU,AU2010313967,Samsung,AU,AU2010313967,MIN SU CHEON|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2010313997,Samsung,AU,AU2010313997,MIN SU CHEON
Main/Main10,AU,AU2010328813,Samsung,AU,AU2010328813,MIN SU CHEON|WOO JIN HAN|SUN IL LEE
Main/Main10,AU,AU2010357291,Toshiba,AU,AU2010357291,AKIYUKI TANIZAWA|JUN YAMAGUCHI
Main/Main10,AU,AU2011205940,Samsung,AU,AU2011205940,MIN SU CHEON|HAE KYUNG JUNG|IL KOO KIM|SUN IL LEE|JUNG HYE MIN
Main/Main10,AU,AU2011228218,Docomo,AU,AU2011228218,CHOONG SENG BOON|AKIRA FUJIBAYASHI|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2011239128,Samsung,AU,AU2011239128,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,AU,AU2011239130,Samsung,AU,AU2011239130,ELENA ALSHINA|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2011239137,Samsung,AU,AU2011239137,MIN SU CHEON|WOO JIN HAN|IL KOO KIM|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2011239142,Samsung,AU,AU2011239142,ALEXANDER ALSHIN|ELENA ALSHINA|BYEONG DOO CHOI|WOO JIN HAN|YOON MI HONG|TAMMY LEE|NIKOLAY SHLYAKHOV
Main/Main10,AU,AU2011241284,Samsung,AU,AU2011241284,WOO JIN HAN|IL KOO KIM|JUNG HYE MIN
Main/Main10,AU,AU2011242239,HFI,AU,AU2011242239,CHIH MING FU|YU WEN HUANG|SHAW MIN LEI|JIAN LIANG LIN|YU PAO TSAI
Main/Main10,AU,AU2011244965,DLLC,AU,AU2011244965,GARY A. DEMOS
Main/Main10,AU,AU2011256919,DLLC,AU,AU2011256919,GARY A. DEMOS
Main/Main10,AU,AU2011267667,HFI,AU,AU2011267667,CHING YEH CHEN|CHIH MING FU|YU WEN HUANG
Main/Main10,AU,AU2011274680,Samsung,AU,AU2011274680,BAE KEUN LEE|YU MI SOHN
Main/Main10,AU,AU2011274722,Samsung,AU,AU2011274722,WOO JIN HAN|IL KOO KIM|SUN IL LEE|TAMMY LEE
Main/Main10,AU,AU2011277214,Samsung,AU,AU2011277214,WOO JIN HAN|SUN IL LEE|JUNG HYE MIN
Main/Main10,AU,AU2011279139,Docomo,AU,AU2011279139,FRANK JAN BOSSEN|THIOW KENG TAN
Main/Main10,AU,AU2011280629,Docomo,AU,AU2011280629,CHOONG SENG BOON|YOSHINORI SUZUKI|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2011292589,Samsung,AU,AU2011292589,WOO JIN HAN|TAMMY LEE
Main/Main10,AU,AU2011310239,Sun Patent,AU,AU2011310239,XUAN JING|CHONG SOON LIM|SUE MON THET NAING|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|VIKTOR WAHADANIAH
Main/Main10,AU,AU2011333238,NEC,AU,AU2011333238,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA|KENTA SENZAKI|JUNJI TAJIME
Main/Main10,AU,AU2011334448,HFI,AU,AU2011334448,YUNG CHANG CHANG|YU WEN HUANG|SHAW MIN LEI|SHAN LIU
Main/Main10,AU,AU2011335668,HFI,AU,AU2011335668,YI WEN CHEN|YU WEN HUANG|SHAW MIN LEI|JIAN LIANG LIN|YU PAO TSAI
Main/Main10,AU,AU2011349244,Docomo,AU,AU2011349244,FRANK JAN BOSSEN|SANDEEP KANUMURI
Main/Main10,AU,AU2011353904,Docomo,AU,AU2011353904,CHOONG SENG BOON|AKIRA FUJIBAYASHI|YOSHINORI SUZUKI
Main/Main10,AU,AU2011354861,Docomo,AU,AU2011354861,CHOONG SENG BOON|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2011361374,Huawei,AU,AU2011361374,JIN SONG|DONG WANG|MINGYUAN YANG
Main/Main10,AU,AU2011361445,HFI,AU,AU2011361445,SHAW MIN LEI|SHAN LIU|ZHI ZHOU
Main/Main10,AU,AU2011379259,Toshiba,AU,AU2011379259,TAKESHI CHUJOH|AKIYUKI TANIZAWA
Main/Main10,AU,AU2011380761,Toshiba,AU,AU2011380761,TAKESHI CHUJOU|TOMOO YAMAKAGE
Main/Main10,AU,AU2012201353,DLLC,AU,AU2012201353,GARY A. DEMOS
Main/Main10,AU,AU2012202740,DLLC,AU,AU2012202740,GARY A. DEMOS
Main/Main10,AU,AU2012203828,Canon,AU,AU2012203828,VOLODYMYR KOLESNIKOV|CHRISTOPHER JAMES ROSEWARNE
Main/Main10,AU,AU2012205077,Samsung,AU,AU2012205077,MIN SU CHEON|HAE KYUNG JUNG|SUN IL LEE
Main/Main10,AU,AU2012206251,Sun Patent,AU,AU2012206251,TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO
Main/Main10,AU,AU2012208842,HFI,AU,AU2012208842,CHING YEH CHEN|YI WEN CHEN|CHIH MING FU|YU WEN HUANG|SHAW MIN LEI|JIAN LIANG LIN|YU PAO TSAI|CHI LING WU
Main/Main10,AU,AU2012216026,Sun Patent,AU,AU2012216026,TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO
Main/Main10,AU,AU2012217542,HFI,AU,AU2012217542,CHING YEH CHEN|CHIH MING FU|CHIH WEI HSU|YU WEN HUANG|SHAW MIN LEI|CHIA YANG TSAI
Main/Main10,AU,AU2012221588,Sun Patent,AU,AU2012221588,CHONG SOON LIM|SUE MON THET NAING|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|VIKTOR WAHADANIAH
Main/Main10,AU,AU2012226120,NEC,AU,AU2012226120,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA|KENTA SENZAKI
Main/Main10,AU,AU2012244113,DLLC,AU,AU2012244113,GARY A. DEMOS
Main/Main10,AU,AU2012249024,LGE,AU,AU2012249024,YOUNGHEE CHOI|BYEONGMOON JEON|YONGJOON JEON|JUNGSUN KIM|JAEHYUN LIM|JOONYOUNG PARK|SEUNGWOOK PARK
Main/Main10,AU,AU2012259700,KTCORP,AU,AU2012259700,JOO YOUNG KIM|JAE CHEOL KWON
Main/Main10,AU,AU2012268950,GEVC,AU,AU2012268950,BENJAMIN BROSS|VALERI GEORGE|HEINER KIRCHHOFFER|DETLEV MARPE|TUNG NGUYEN|MATTHIAS PREISS|MISCHA SIEKMANN|JAN STEGEMANN|THOMAS WIEGAND
Main/Main10,AU,AU2012268951,GEVC,AU,AU2012268951,BENJAMIN BROSS|VALERI GEORGE|HEINER KIRCHHOFFER|DETLEV MARPE|TUNG NGUYEN|MATTHIAS PREISS|MISCHA SIEKMANN|JAN STEGEMANN|THOMAS WIEGAND
Main/Main10,AU,AU2012270960,Sun Patent,AU,AU2012270960,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012272779,Docomo,AU,AU2012272779,FRANK JAN BOSSEN
Main/Main10,AU,AU2012274326,Huawei,AU,AU2012274326,TOMOHIRO IKAI|TOMOYUKI YAMAMOTO|TAKANORI YAMAZAKI|YUKINOBU YASUGI
Main/Main10,AU,AU2012274780,Sun Patent,AU,AU2012274780,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012276363,Samsung,AU,AU2012276363,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2012276407,Samsung,AU,AU2012276407,JIANLE CHEN|TAMMY LEE
Main/Main10,AU,AU2012276452,Samsung,AU,AU2012276452,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2012276454,Samsung,AU,AU2012276454,IL KOO KIM|VADIM SEREGIN
Main/Main10,AU,AU2012276455,Samsung,AU,AU2012276455,TAMMY LEE
Main/Main10,AU,AU2012276477,Samsung,AU,AU2012276477,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2012277174,NEC,AU,AU2012277174,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA
Main/Main10,AU,AU2012277214,Sun Patent,AU,AU2012277214,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012277215,Sun Patent,AU,AU2012277215,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012277220,Sun Patent,AU,AU2012277220,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012278479,Samsung,AU,AU2012278479,IL KOO KIM
Main/Main10,AU,AU2012281918,Sun Patent,AU,AU2012281918,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012282044,NEC,AU,AU2012282044,HIROFUMI AOKI|KEIICHI CHONO
Main/Main10,AU,AU2012285851,GEVC,AU,AU2012285851,VALERI GEORGE|ANASTASIA HENKEL|HEINER KIRCHHOFFER|DETLEV MARPE|THOMAS SCHIERL
Main/Main10,AU,AU2012294053,Sun Patent,AU,AU2012294053,DAISAKU KOMIYA|TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA
Main/Main10,AU,AU2012305071,KTCORP,AU,AU2012305071,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012310514,KTCORP,AU,AU2012310514,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012311021,Sun Patent,AU,AU2012311021,CHONG SOON LIM|TORU MATSUNOBU|SUE MON THET NAING|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|HAI WEI SUN|KYOKO TANIKAWA|KENGO TERADA|VIKTOR WAHADANIAH
Main/Main10,AU,AU2012324191,Docomo,AU,AU2012324191,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2012326819,KTCORP,AU,AU2012326819,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012326872,KTCORP,AU,AU2012326872,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012326873,KTCORP,AU,AU2012326873,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012326895,KTCORP,AU,AU2012326895,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012327672,HFI,AU,AU2012327672,CHIH WEI HSU|YU WEN HUANG|CHIA YANG TSAI
Main/Main10,AU,AU2012329550,Sun Patent,AU,AU2012329550,CHONG SOON LIM|TORU MATSUNOBU|SUE MON THET NAING|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|HAI WEI SUN|KYOKO TANIKAWA|KENGO TERADA|VIKTOR WAHADANIAH
Main/Main10,AU,AU2012336557,KTCORP,AU,AU2012336557,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2012336572,Samsung,AU,AU2012336572,IL KOO KIM|YOUNG O PARK
Main/Main10,AU,AU2012337138,Docomo,AU,AU2012337138,CHOONG SENG BOON|YOSHINORI SUZUKI
Main/Main10,AU,AU2012354420,Samsung,AU,AU2012354420,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2012365727,HFI,AU,AU2012365727,TZU DER CHUANG|CHIH WEI HSU|YU WEN HUANG
Main/Main10,AU,AU2012365940,Huawei,AU,AU2012365940,BIN LL|HOUQIANG LL|HAITAO YANG|JIANTONG ZHOU
Main/Main10,AU,AU2012383769,Toshiba,AU,AU2012383769,TAKESHI CHUJOH|AKIYUKI TANIZAWA
Main/Main10,AU,AU2013200690,DLLC,AU,AU2013200690,GARY A. DEMOS
Main/Main10,AU,AU2013201503,Samsung,AU,AU2013201503,MIN SU CHEON|WOO JIN HAN|SUN IL LEE
Main/Main10,AU,AU2013201504,Samsung,AU,AU2013201504,MIN SU CHEON|WOO JIN HAN|SUN IL LEE
Main/Main10,AU,AU2013201715,Samsung,AU,AU2013201715,JUNG HYE MIN|HAK SUP SONG
Main/Main10,AU,AU2013201719,Samsung,AU,AU2013201719,JUNG HYE MIN|HAK SUP SONG
Main/Main10,AU,AU2013201857,Samsung,AU,AU2013201857,WOO JIN HAN|KYO HYUK LEE|TAMMY LEE
Main/Main10,AU,AU2013201858,Samsung,AU,AU2013201858,WOO JIN HAN|KYO HYUK LEE|TAMMY LEE
Main/Main10,AU,AU2013201859,Samsung,AU,AU2013201859,WOO JIN HAN|KYO HYUK LEE|TAMMY LEE
Main/Main10,AU,AU2013201883,Samsung,AU,AU2013201883,JIANLE CHEN|WOO JIN HAN|HAE KYUNG JUNG|TAMMY LEE
Main/Main10,AU,AU2013201911,Samsung,AU,AU2013201911,JIANLE CHEN|WOO JIN HAN|HAE KYUNG JUNG|TAMMY LEE
Main/Main10,AU,AU2013201912,Samsung,AU,AU2013201912,MIN SU CHEON
Main/Main10,AU,AU2013201913,Samsung,AU,AU2013201913,MIN SU CHEON
Main/Main10,AU,AU2013202015,Samsung,AU,AU2013202015,JIANLE CHEN|MIN SU CHEON|HAE KYUNG JUNG|IL KOO KIM|JAE CHOOL LEE|KYO HYUK LEE|SANG RAE LEE|JUNG HYE MIN
Main/Main10,AU,AU2013202016,Samsung,AU,AU2013202016,JIANLE CHEN|MIN SU CHEON|HAE KYUNG JUNG|IL KOO KIM|JAE CHOOL LEE|KYO HYUK LEE|SANG RAE LEE|JUNG HYE MIN
Main/Main10,AU,AU2013202078,Samsung,AU,AU2013202078,WOO JIN HAN|IL KOO KIM|JUNG HYE MIN
Main/Main10,AU,AU2013206639,DLLC,AU,AU2013206639,GARY A. DEMOS
Main/Main10,AU,AU2013211002,GEVC,AU,AU2013211002,VALERI GEORGE|KARSTEN GRUENEBERG|ANASTASIA HENKEL|HEINER KIRCHHOFFER|DETLEV MARPE|THOMAS SCHIERL
Main/Main10,AU,AU2013211321,Huawei,AU,AU2013211321,CHANGCAI LAI
Main/Main10,AU,AU2013246828,GEVC,AU,AU2013246828,VALERI GEORGE|KARSTEN GRUENEBERG|ANASTASIA HENKEL|DETLEV MARPE|THOMAS SCHIERL|ROBERT SKUPIN
Main/Main10,AU,AU2013247974,JVCKENWOOD,AU,AU2013247974,SHIGERU FUKUSHIMA|TORU KUMAKURA
Main/Main10,AU,AU2013248857,HFI,AU,AU2013248857,CHING YEH CHEN|CHIH MING FU|CHIH WEI HSU|YU WEN HUANG|SHAW MIN LEI|CHIA YANG TSAI
Main/Main10,AU,AU2013250108,Samsung,AU,AU2013250108,CHAN YUL KIM|JAE HYUN KIM|JEONG HOON PARK
Main/Main10,AU,AU2013254214,Sun Patent,AU,AU2013254214,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA|TADAMASA TOMA
Main/Main10,AU,AU2013264323,Sun Patent,AU,AU2013264323,TORU MATSUNOBU|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013264331,Sun Patent,AU,AU2013264331,TORU MATSUNOBU|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013272989,Sun Patent,AU,AU2013272989,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013273044,Sun Patent,AU,AU2013273044,TORU MATSUNOBU|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013273686,Sun Patent,AU,AU2013273686,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013282452,Docomo,AU,AU2013282452,CHOONG SENG BOON|AKIRA FUJIBAYASHI|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2013284741,Docomo,AU,AU2013284741,CHOONG SENG BOON|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2013284866,Sun Patent,AU,AU2013284866,SEMIH ESENLIK|STEFFEN KAMP|MATTHIAS NARROSCHKE|THOMAS WEDI
Main/Main10,AU,AU2013285752,Samsung,AU,AU2013285752,IL KOO KIM
Main/Main10,AU,AU2013300958,Sun Patent,AU,AU2013300958,TORU MATSUNOBU|TAKAHIRO NISHI|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013311185,Sun Patent,AU,AU2013311185,TORU MATSUNOBU|HISAO SASAI|YOUJI SHIBAHARA|TOSHIYASU SUGIO|KYOKO TANIKAWA|KENGO TERADA
Main/Main10,AU,AU2013314174,Huawei,AU,AU2013314174,YONGBING LIN
Main/Main10,AU,AU2013319537,Docomo,AU,AU2013319537,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2014200537,Samsung,AU,AU2014200537,JUNG HYE MIN|HAK SUP SONG
Main/Main10,AU,AU2014201817,Toshiba,AU,AU2014201817,SAORI ASAKA|TAKESHI CHUJOH|AKIYUKI TANIZAWA|NAOFUMI WADA|TAKASHI WATANABE|GOKI YASUDA
Main/Main10,AU,AU2014202991,Samsung,AU,AU2014202991,WOO JIN HAN|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2014202992,Samsung,AU,AU2014202992,WOO JIN HAN|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2014202993,Samsung,AU,AU2014202993,WOO JIN HAN|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2014202994,Samsung,AU,AU2014202994,WOO JIN HAN|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2014203052,Samsung,AU,AU2014203052,MIN SU CHEON
Main/Main10,AU,AU2014203054,Samsung,AU,AU2014203054,MIN SU CHEON
Main/Main10,AU,AU2014204511,DLLC,AU,AU2014204511,GARY A. DEMOS
Main/Main10,AU,AU2014204513,DLLC,AU,AU2014204513,GARY A. DEMOS
Main/Main10,AU,AU2014218479,Samsung,AU,AU2014218479,MIN SU CHEON|WOO JIN HAN|SUN IL LEE
Main/Main10,AU,AU2014268181,Samsung,AU,AU2014268181,MIN SU CHEON|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2014277750,Huawei,AU,AU2014277750,BIN  LI|HOUQIANG  LI|HAITAO  YANG|JIANTONG  ZHOU
Main/Main10,AU,AU2015200190,Docomo,AU,AU2015200190,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015200250,Samsung,AU,AU2015200250,MIN SU CHEON|WOO JIN HAN|IL KOO KIM|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2015200251,Samsung,AU,AU2015200251,MIN SU CHEON|WOO JIN HAN|IL KOO KIM|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2015200252,Samsung,AU,AU2015200252,MIN SU CHEON|WOO JIN HAN|IL KOO KIM|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2015200253,Samsung,AU,AU2015200253,MIN SU CHEON|WOO JIN HAN|IL KOO KIM|TAMMY LEE|JUNG HYE MIN
Main/Main10,AU,AU2015200359,KTCORP,AU,AU2015200359,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2015200360,KTCORP,AU,AU2015200360,JOO YOUNG KIM|JAE CHEOL KWON|BAE KEUN LEE
Main/Main10,AU,AU2015200435,Samsung,AU,AU2015200435,ELENA ALSHINA|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2015200436,Samsung,AU,AU2015200436,ELENA ALSHINA|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2015200437,Samsung,AU,AU2015200437,ELENA ALSHINA|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2015200438,Samsung,AU,AU2015200438,ELENA ALSHINA|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2015200682,NEC,AU,AU2015200682,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA|KENTA SENZAKI
Main/Main10,AU,AU2015200683,NEC,AU,AU2015200683,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA|KENTA SENZAKI
Main/Main10,AU,AU2015200722,DLLC,AU,AU2015200722,GARY A. DEMOS
Main/Main10,AU,AU2015200723,DLLC,AU,AU2015200723,GARY A. DEMOS
Main/Main10,AU,AU2015200748,Samsung,AU,AU2015200748,ALEXANDER ALSHIN|ELENA ALSHINA|NIKOLAY SHLYAKHOV
Main/Main10,AU,AU2015200951,Docomo,AU,AU2015200951,CHOONG SENG BOON|YOSHINORI SUZUKI
Main/Main10,AU,AU2015201452,Samsung,AU,AU2015201452,MIN SU CHEON|WOO JIN HAN|JUNG HYE MIN
Main/Main10,AU,AU2015201549,Samsung,AU,AU2015201549,IL KOO KIM|YOUNG O PARK
Main/Main10,AU,AU2015201550,Samsung,AU,AU2015201550,IL KOO KIM|YOUNG O PARK
Main/Main10,AU,AU2015201551,Samsung,AU,AU2015201551,IL KOO KIM|YOUNG O PARK
Main/Main10,AU,AU2015201552,Samsung,AU,AU2015201552,IL KOO KIM|YOUNG O PARK
Main/Main10,AU,AU2015201808,Samsung,AU,AU2015201808,JUNG HYE MIN|YIN JI PIAO
Main/Main10,AU,AU2015201843,Toshiba,AU,AU2015201843,AKIYUKI TANIZAWA|JUN YAMAGUCHI
Main/Main10,AU,AU2015202089,Docomo,AU,AU2015202089,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015202105,NEC,AU,AU2015202105,HIROFUMI AOKI|KEIICHI CHONO|YUZO SENDA|KENTA SENZAKI|JUNJI TAJIME
Main/Main10,AU,AU2015202118,Samsung,AU,AU2015202118,WOO JIN HAN|IL KOO KIM|JUNG HYE MIN
Main/Main10,AU,AU2015202119,Samsung,AU,AU2015202119,WOO JIN HAN|IL KOO KIM|JUNG HYE MIN
Main/Main10,AU,AU2015202603,Samsung,AU,AU2015202603,MIN SU CHEON|WOO JIN HAN|SUN IL LEE
Main/Main10,AU,AU2015202633,Samsung,AU,AU2015202633,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2015202634,Samsung,AU,AU2015202634,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2015202635,Samsung,AU,AU2015202635,ALEXANDER ALSHIN|ELENA ALSHINA
Main/Main10,AU,AU2015202668,Samsung,AU,AU2015202668,WOO JIN HAN|SUN IL LEE|JUNG HYE MIN
Main/Main10,AU,AU2015202669,Samsung,AU,AU2015202669,WOO JIN HAN|SUN IL LEE|JUNG HYE MIN
Main/Main10,AU,AU2015202671,Samsung,AU,AU2015202671,WOO JIN HAN|SUN IL LEE|JUNG HYE MIN
Main/Main10,AU,AU2015202844,Docomo,AU,AU2015202844,CHOONG SENG BOON|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2015202845,Docomo,AU,AU2015202845,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015202847,Docomo,AU,AU2015202847,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015202849,Docomo,AU,AU2015202849,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015202850,Docomo,AU,AU2015202850,CHOONG SENG BOON|YOSHINORI SUZUKI|THIOW KENG TAN
Main/Main10,AU,AU2015203115,Samsung,AU,AU2015203115,WOO JIN HAN|TAMMY LEE
Main/Main10,AU,AU2015203116,Samsung,AU,AU2015203116,WOO JIN HAN|TAMMY LEE
Main/Main10,AU,AU2015203228,Docomo,AU,AU2015203228,FRANK JAN BOSSEN|SANDEEP KANUMURI
Main/Main10,AU,AU2015203602,DLLC,AU,AU2015203602,GARY A. DEMOS
Main/Main10,AU,AU2015210374,Huawei,AU,AU2015210374,JIN SONG|DONG WANG|MINGYUAN YANG
Main/Main10,AU,AU2015213328,Toshiba,AU,AU2015213328,TAKESHI CHUJOU|TOMOO YAMAKAGE
Main/Main10,AU,AU2015213330,Toshiba,AU,AU2015213330,TAKESHI CHUJOH|TAICHIRO SHIODERA|AKIYUKI TANIZAWA
Main/Main10,AU,AU2015213423,Docomo,AU,AU2015213423,CHOONG SENG BOON|AKIRA FUJIBAYASHI|JUNYA TAKIUE|THIOW KENG TAN
Main/Main10,AU,AU2015215982,Docomo,AU,AU2015215982,CHOONG SENG BOON|AKIRA FUJIBAYASHI|YOSHINORI SUZUKI
Main/Main10,AU,AU2015217509,Docomo,AU,AU2015217509,CHOONG SENG BOON|AKIRA FUJIBAYASHI|YOSHINORI SUZUKI
Main/Main10,AU,AU2015218509,DLLC,AU,AU2015218509,GARY A. DEMOS
Main/Main10,AU,AU2015218514,DLLC,AU,AU2015218514,GARY A. DEMOS
